NOP_Вхождение в гр.МНЛЗ,NOP_Завалка лома,NOP_Заливка чугуна,NOP_Наведение гарнисажа,NOP_Нагрев лома,NOP_Наложение продувки,NOP_Неиспр. электр. обор,NOP_Обрыв горловины,NOP_Осмотр конвертера,NOP_Отсутствие O2,NOP_Отсутствие чугуна,NOP_Подварка  футеровки,NOP_Полусухое торкрет.,NOP_Продувка,NOP_Слив шлака,NOP_межпл. простой
0,185,309,117,796,0,0,63,25,0,0,0,864,1210,197,1322
0,942,238,97,976,0,0,818,95,0,0,0,0,1261,71,1835
0,181,237,93,742,0,0,0,25,0,0,0,1137,1147,182,2217
0,97,251,151,736,0,0,0,53,0,0,0,0,1155,107,1852
0,175,208,123,730,0,0,0,53,0,0,0,0,1151,77,1386
0,145,257,180,718,0,0,0,61,0,0,0,0,1161,50,898
0,112,175,125,732,0,0,0,63,0,1783,0,0,1164,59,1250
0,168,306,112,720,0,0,0,67,0,0,0,0,1189,46,2168
494,279,290,116,720,0,0,240,191,0,0,1328,0,1140,108,4429
0,215,294,155,720,0,0,0,88,0,0,0,0,1128,208,1400
0,90,316,146,748,295,0,0,101,0,0,0,0,1136,99,1708
0,843,240,148,726,0,0,782,98,0,0,0,0,1187,43,1067
0,121,326,101,726,274,0,0,63,0,0,0,0,1178,58,1082
0,176,230,138,722,290,0,0,76,0,0,0,0,1192,39,1711
0,95,265,120,720,406,0,0,80,0,0,0,0,1177,40,1475
0,489,254,121,744,0,0,0,87,409,0,0,0,1140,216,886
0,64,272,153,912,0,0,0,92,0,0,0,0,1214,280,809
0,61,270,179,740,0,0,0,165,0,0,0,0,1188,482,1456
0,393,291,336,798,0,0,0,128,0,0,0,0,1231,37,912
0,25,315,231,726,168,0,0,114,0,0,0,0,1248,110,2721
0,309,261,145,762,287,0,0,152,0,0,0,0,1284,199,1006
0,130,235,168,806,0,0,0,83,0,0,0,0,1220,241,1283
0,96,204,257,800,0,0,270,201,0,0,0,0,1190,113,4117
0,139,184,89,732,0,0,0,107,0,0,0,0,1234,46,1641
0,114,105,106,788,0,0,0,96,0,0,0,0,1256,68,881
0,234,247,95,744,0,0,0,93,723,0,0,0,1224,50,3168
0,168,233,150,748,0,0,0,39,0,0,1024,0,1210,84,2546
0,184,268,116,742,0,0,0,52,0,0,0,0,1158,65,1015
0,190,279,146,768,0,0,0,54,0,0,0,0,1183,62,3795
0,223,241,43,742,229,0,0,23,0,0,0,0,1161,0,1291
0,1169,268,149,840,0,0,1022,226,0,0,0,0,1185,115,1008
0,203,230,124,724,0,0,0,117,0,0,0,0,1141,61,1092
0,188,248,113,734,0,0,0,109,0,1567,0,0,1181,41,873
0,187,266,111,738,0,0,0,162,0,832,0,0,1171,38,1847
0,179,244,111,740,0,0,0,178,0,0,0,0,1186,51,1412
0,210,255,96,726,0,0,0,27,0,0,0,933,1187,171,258
0,209,279,134,724,0,0,0,56,0,0,0,0,1213,40,768
0,125,186,117,746,0,2410,0,117,0,0,0,0,1087,160,1170
0,132,220,118,984,0,0,0,67,0,1196,0,0,1132,238,1155
0,91,196,118,746,0,0,0,151,0,340,0,0,1116,22,2462
0,134,219,132,992,0,0,0,71,0,479,0,0,1085,659,1703
0,101,323,186,748,0,0,0,58,0,0,0,0,1067,306,1051
600,88,187,161,762,0,0,0,76,0,0,0,0,1116,439,2868
0,724,216,217,756,0,0,696,0,0,0,0,0,1105,214,741
0,164,266,172,756,0,0,0,0,0,0,0,0,1082,333,1052
438,184,270,168,756,0,0,0,0,0,2662,0,1186,1089,314,3805
0,35,210,124,794,0,0,0,77,0,0,0,0,1184,230,1158
0,49,46,0,978,0,0,0,62,0,0,1550,0,1134,0,2083
0,145,282,120,788,0,0,0,135,195,0,0,0,1221,163,951
0,129,257,146,828,0,0,0,176,0,472,0,0,1217,16,2170
0,43,287,81,730,0,0,0,199,0,1149,0,0,1163,51,2501
0,218,204,127,736,0,0,0,142,0,1287,0,0,1193,88,1389
0,757,224,230,784,0,0,732,124,0,1282,0,0,1226,40,1338
0,102,191,154,822,0,0,0,165,0,0,0,0,1226,69,1686
0,24,159,208,826,0,0,0,213,0,746,0,0,1229,364,1752
596,91,832,164,968,815,0,0,0,0,0,0,0,1228,186,2922
0,490,314,125,748,0,864,0,208,0,1363,0,0,917,71,2313
0,161,349,146,748,0,0,0,96,0,0,0,0,1125,37,2301
0,175,307,118,736,0,0,0,78,0,0,0,0,1190,44,555
965,170,255,129,732,0,0,1221,93,0,0,0,0,1142,60,711
0,55,211,125,744,0,0,0,87,0,0,0,0,1173,187,852
0,162,265,108,732,0,0,0,97,230,0,0,0,1069,65,993
0,165,248,114,718,0,0,372,106,0,415,0,0,1141,60,1000
0,134,279,155,726,0,0,0,54,0,661,0,0,1175,66,406
0,146,381,150,734,0,0,0,72,0,0,0,0,1140,75,1510
0,167,223,111,722,0,0,0,70,0,0,0,0,1172,48,577
0,181,279,150,768,305,0,0,70,0,0,0,0,1106,60,596
0,160,304,150,740,0,0,0,0,0,0,0,0,1056,759,1342
0,147,292,169,988,0,0,0,40,0,1461,0,0,1049,58,1300
0,105,284,118,736,0,0,0,51,0,0,1207,0,1108,199,1917
0,143,189,113,742,0,291,0,41,0,0,0,0,1073,178,1278
0,182,271,111,984,227,0,0,122,0,0,0,0,1100,65,1311
0,164,344,174,764,0,0,0,0,0,0,0,0,1056,394,1684
0,149,305,148,748,181,1413,0,22,0,3281,0,0,1094,22,1297
0,146,181,152,744,0,0,0,90,0,0,0,0,1084,79,1271
0,143,226,108,738,0,0,0,61,0,0,0,0,1066,67,622
0,182,213,203,744,0,0,0,0,0,0,0,0,1111,259,1488
0,306,266,116,750,167,0,0,42,0,0,0,0,1132,61,538
0,170,251,118,738,0,0,398,68,0,0,0,0,1061,71,750
2199,248,254,90,748,0,0,0,83,0,0,0,0,1160,524,2521
0,219,388,101,732,0,0,0,59,0,0,0,0,1175,73,1058
0,991,223,98,790,0,0,1415,0,0,0,0,0,1187,0,424
0,158,198,100,730,0,0,0,0,0,0,0,0,1182,224,1912
0,181,224,109,758,365,0,0,78,0,0,0,0,1156,65,805
0,187,197,100,742,0,0,0,83,0,0,0,0,1178,42,2270
0,78,213,121,722,236,0,0,79,0,0,0,0,1164,72,1308
0,189,358,165,714,0,0,0,74,0,0,1197,0,1215,135,3359
0,173,248,126,712,0,0,0,28,0,1435,0,0,1167,157,1939
0,163,272,124,720,0,0,0,66,0,0,0,0,1135,45,946
0,169,255,149,716,0,0,194,96,0,0,0,0,1187,57,1318
0,395,262,221,750,0,0,0,84,0,626,0,0,1153,46,985
0,99,300,133,724,0,0,283,75,0,3313,0,0,1179,65,3954
0,153,280,122,724,0,0,0,70,0,637,0,0,1213,61,1441
0,88,599,0,748,286,2449,0,206,0,0,1205,0,1230,41,4280
0,37,217,268,788,0,855,0,184,0,0,0,0,1174,221,954
0,96,269,151,762,0,0,0,235,0,0,0,0,1219,636,1161
0,607,248,0,764,583,0,1462,227,0,0,0,0,1249,292,2918
163,14,194,156,830,0,0,0,225,0,0,0,0,1285,724,1889
0,306,247,211,786,156,0,0,211,0,0,0,0,1229,152,1052
0,186,263,145,738,0,0,0,80,0,0,0,0,1208,42,1062
0,159,223,105,736,0,0,0,227,0,4110,0,0,1208,60,1902
0,156,235,137,732,262,0,0,81,0,0,0,0,1170,67,742
2274,181,208,108,736,0,4005,0,120,0,0,0,0,1231,82,3214
0,119,226,0,762,1231,0,0,28,0,0,0,0,1134,14,1740
711,186,315,112,746,0,0,0,109,0,0,0,0,1119,48,4618
0,170,227,119,730,107,0,0,132,0,0,0,0,1125,65,1011
0,542,272,143,736,0,380,447,107,0,0,0,0,1230,112,2891
0,177,270,164,752,0,0,0,98,0,0,0,0,1198,16,4011
0,202,281,160,742,0,0,0,93,0,0,0,0,1129,54,1290
0,135,168,202,748,0,0,0,0,0,0,0,0,1140,204,1961
0,306,223,143,762,0,410,0,114,0,0,0,0,1112,86,1283
0,165,196,179,744,0,0,0,174,0,0,0,0,1120,206,6148
0,153,644,116,736,0,0,0,98,536,0,0,0,1053,142,1089
0,175,633,207,766,0,0,0,53,0,0,0,0,1110,111,2312
715,198,476,157,734,0,0,0,73,595,0,0,0,1078,31,1987
743,232,347,139,732,0,0,0,225,0,0,0,0,1069,49,1503
2298,286,329,118,754,0,0,0,0,0,0,1801,0,1180,116,2841
855,17,181,91,764,0,0,0,0,0,1424,0,0,1209,96,585
2887,753,200,224,754,0,0,0,102,0,437,0,0,1124,102,2972
688,102,435,150,732,0,0,0,109,0,0,0,0,1161,80,1462
0,25,18,142,736,0,0,1243,118,0,0,0,0,1230,36,1087
233,38,335,187,740,0,0,0,140,0,0,0,0,1254,119,1816
783,33,318,102,772,0,0,0,185,0,0,0,0,1231,59,983
814,33,230,118,718,0,0,0,218,0,1122,0,0,1126,207,1670
0,190,219,122,738,0,0,0,121,0,3807,0,0,1082,105,1305
352,51,204,120,720,0,1314,0,100,0,46,0,0,1167,92,1102
0,189,238,139,710,0,0,0,118,0,4077,0,0,1159,63,780
0,1472,242,170,770,0,0,1312,130,0,0,0,0,1116,102,856
0,248,210,123,720,0,0,0,68,0,0,0,0,1091,39,482
0,156,178,158,982,0,0,0,160,0,0,0,0,1053,67,739
0,97,230,150,794,0,0,0,218,0,0,0,0,1114,103,2980
0,127,240,147,716,437,0,0,202,0,0,0,0,1123,64,1242
1856,194,647,141,744,0,0,0,92,0,352,0,0,1023,20,1699
1893,111,158,222,742,0,0,0,144,0,0,0,0,1132,71,847
1678,87,135,121,732,0,0,0,87,0,0,0,0,1078,116,1489
0,233,261,130,846,0,0,0,0,0,48033,0,0,1141,72,562
0,156,267,108,732,0,0,0,58,0,0,0,0,1178,79,981
0,46,251,154,734,0,0,0,50,0,0,0,0,1201,171,1249
0,1712,258,157,726,0,0,1664,56,0,0,0,0,1213,39,836
0,677,209,144,742,0,0,0,93,0,0,0,0,973,129,1451
0,78,195,186,806,0,0,0,150,0,0,0,0,1158,125,964
882,100,214,109,884,0,377,0,120,0,0,0,0,1248,167,827
0,192,260,155,822,0,0,0,89,0,0,0,0,1110,96,712
0,8,234,162,740,0,0,873,99,0,0,0,0,1106,203,2503
0,66,176,155,768,0,0,0,221,0,0,0,0,1210,157,3705
0,109,183,98,744,0,0,0,101,0,0,0,0,1148,84,2714
0,175,261,138,736,0,0,0,56,0,0,0,0,1187,47,350
0,187,241,124,730,0,0,0,25,188,0,1093,0,1207,108,2328
445,245,203,109,726,0,0,0,154,0,0,0,0,1200,80,1931
0,196,250,111,726,0,0,0,68,310,0,0,0,1222,71,959
0,185,246,106,738,0,0,0,63,0,0,0,0,1221,66,581
0,154,212,120,730,0,0,0,71,924,0,0,0,1206,77,1094
0,175,254,155,738,413,0,0,160,0,0,0,0,1200,73,2406
0,1702,259,117,866,0,0,1612,78,0,0,0,0,1222,63,870
0,181,303,121,752,0,0,0,0,0,0,0,0,1059,24,1060
0,174,249,0,728,0,0,0,160,0,0,0,0,1124,0,751
0,476,312,0,732,0,0,0,25,0,0,0,0,1048,0,43
0,195,135,79,744,0,0,0,112,0,0,0,0,1161,145,731
0,124,457,161,740,0,0,0,41,0,0,0,0,1100,134,607
1136,196,272,114,762,0,0,0,73,241,0,0,0,1064,105,1291
0,242,298,208,866,0,0,0,40,631,0,0,0,943,134,852
1095,126,1263,0,774,0,0,0,197,694,0,0,0,973,109,668
1175,128,229,105,754,0,0,0,69,0,0,0,0,1067,51,2615
0,149,289,216,766,0,0,0,0,0,0,0,0,1196,172,739
450,144,224,187,746,0,0,0,51,0,0,0,0,1012,202,837
0,1590,222,130,758,0,0,1550,58,0,0,0,0,1112,50,672
0,876,218,114,758,0,0,766,87,0,0,0,0,1205,40,997
0,196,249,157,796,0,0,0,106,0,0,0,0,1238,424,3516
0,176,238,127,766,0,0,0,96,0,0,0,0,1099,397,1668
0,42,327,176,738,0,0,0,113,0,0,0,0,1137,72,1478
619,184,199,108,896,0,0,0,0,0,0,0,0,1149,147,939
0,29,298,68,800,0,0,0,144,0,0,0,0,1225,222,1293
0,56,262,111,778,0,0,0,89,0,0,0,0,1089,54,1811
0,80,248,0,764,0,0,572,59,0,0,0,0,1173,5,2000
0,21,234,118,802,0,0,614,88,0,0,0,0,1221,34,1370
0,171,267,142,734,0,0,0,69,0,0,0,0,1192,32,1165
0,238,323,191,790,0,0,0,213,0,0,0,0,1086,52,1515
0,127,248,130,734,0,0,0,36,0,0,0,0,1200,118,4515
0,206,203,237,748,485,0,0,106,376,0,0,0,1178,83,716
3238,306,290,406,724,570,0,0,68,0,0,0,0,1270,202,1033
377,289,150,133,760,0,0,136,109,0,0,0,0,1147,129,1644
0,116,241,157,744,0,0,0,113,0,0,0,0,1253,170,905
0,194,291,144,760,0,0,0,59,0,0,0,690,1076,250,1444
1407,178,207,159,760,0,0,0,142,0,0,0,0,1072,86,3032
428,524,220,240,740,0,0,0,106,0,0,0,0,1090,177,1195
429,355,232,217,738,0,0,0,81,0,0,0,0,1060,142,1728
0,281,233,156,728,0,0,0,52,0,0,0,0,1138,195,1857
804,45,239,198,726,0,0,0,72,0,0,0,0,1039,36,1562
0,90,211,122,734,0,0,0,96,443,0,0,0,1074,138,905
0,97,224,169,740,0,0,896,64,757,0,0,0,1138,23,1927
0,157,201,97,748,0,0,0,0,255,0,962,0,1190,93,1844
0,134,237,151,752,0,0,0,53,0,0,0,0,1115,107,2020
0,585,214,156,796,0,0,474,49,0,954,0,0,1151,256,928
0,74,267,0,762,0,0,0,0,0,0,0,0,1196,547,773
0,72,226,141,766,0,0,0,38,0,0,0,0,1172,171,801
0,89,217,120,748,1359,0,0,26,403,0,0,0,1190,239,2025
0,74,201,160,738,93,0,0,0,0,0,0,0,1081,152,647
355,13,296,157,802,0,0,0,0,0,0,1811,0,1143,684,3435
0,81,269,157,724,0,0,0,29,0,0,0,0,1191,191,913
0,41,241,113,738,0,0,0,24,0,0,0,0,1141,446,1930
536,56,757,0,6,275,0,0,26,0,0,0,0,1172,660,2252
0,143,242,112,730,0,0,0,0,0,0,0,0,1133,214,568
0,123,307,106,716,0,0,0,94,0,0,0,0,1137,53,1837
0,144,331,130,718,0,0,0,68,0,0,0,0,1103,60,1307
0,211,291,0,718,0,0,0,68,0,0,1810,0,1159,0,2559
0,128,213,188,720,0,0,827,62,0,0,0,0,1116,91,1630
0,173,297,194,720,0,0,0,116,0,0,0,0,1163,79,1417
0,159,232,157,726,0,0,0,231,0,0,0,0,1193,54,1484
0,137,318,175,718,0,0,0,87,0,0,0,0,1170,34,954
434,1140,28,182,772,0,0,1081,82,0,0,0,0,1146,42,1160
0,134,373,139,728,0,0,0,85,0,0,0,0,1069,137,647
0,61,245,154,736,0,529,0,92,0,258,0,0,1106,147,1716
0,191,257,209,720,0,0,0,75,0,0,0,0,1148,72,909
477,218,203,252,748,0,0,0,44,0,1132,0,0,1226,281,888
0,226,204,257,978,0,0,0,111,0,0,0,0,1142,347,1821
0,149,298,148,896,0,0,0,93,5689,0,0,0,1343,205,634
0,33,23,158,890,0,0,0,114,232,757,0,0,1125,384,1208
0,93,256,160,728,0,0,0,86,0,0,0,0,1202,159,805
0,501,450,132,762,0,0,0,110,0,0,0,0,1164,118,1300
0,207,252,129,740,0,0,0,106,0,0,0,0,1244,261,3585
147,70,232,119,760,0,0,0,75,0,0,0,0,1226,165,1023
0,2659,266,97,930,0,0,2241,226,0,0,0,0,1266,379,2072
0,114,263,172,744,0,0,0,26,0,0,1152,0,1250,270,831
0,141,225,140,742,0,0,0,94,0,0,0,0,1127,89,908
0,753,255,156,740,0,0,0,100,1064,0,0,0,1161,100,2031
0,183,291,176,736,0,0,0,62,1159,0,0,0,1128,176,735
0,125,239,178,736,0,0,0,78,0,0,0,0,1172,104,738
0,150,205,120,766,0,0,0,47,0,0,0,0,1117,135,1847
0,97,292,98,744,0,0,0,0,0,0,1286,0,1089,102,1844
0,83,231,123,746,0,0,0,118,0,0,0,0,1195,171,858
0,101,273,0,792,0,0,0,206,0,0,0,0,1101,18,3356
0,60,239,166,748,0,0,0,72,0,0,0,0,1217,169,872
0,123,203,104,734,0,0,0,70,722,0,0,0,1230,109,966
0,87,265,150,738,0,0,0,147,0,0,0,0,1078,105,582
0,139,344,135,744,725,0,0,220,0,0,0,0,1122,253,1596
73,176,165,107,770,306,0,0,182,0,0,0,0,1243,208,1747
1343,30,244,264,852,504,0,0,125,0,0,0,0,1182,4,2661
0,35,296,113,766,184,0,0,200,0,0,0,0,1220,155,1192
0,149,213,160,856,0,0,0,0,0,0,1186,0,1173,55,1681
0,44,129,92,762,597,0,0,130,0,0,0,0,1233,228,948
230,32,194,123,702,186,0,0,80,0,0,0,0,1206,123,1140
0,54,184,127,780,0,0,0,131,0,0,0,0,1239,143,1220
0,99,267,179,754,0,0,541,106,0,0,0,0,1282,59,936
0,34,251,111,936,0,0,249,0,0,2173,0,0,1055,40,2628
0,202,208,90,724,0,0,0,151,0,0,0,0,1199,57,610
0,82,242,149,722,0,0,0,108,0,0,0,0,1228,78,1990
0,49,269,138,732,0,0,0,113,0,0,0,0,1212,186,1023
348,151,332,107,726,0,0,0,233,0,0,1261,0,1190,171,2456
0,324,255,168,778,747,0,547,136,0,0,0,0,1107,81,2147
0,168,236,133,706,0,0,0,179,0,0,0,0,1120,54,828
0,162,232,221,740,0,1352,0,114,0,0,0,0,1094,185,2657
802,162,154,172,728,611,457,0,102,0,0,0,0,1119,30,2104
0,1616,323,135,720,0,0,1589,67,0,0,0,0,1184,41,1413
0,350,316,153,718,0,0,280,76,0,0,0,0,1167,38,551
0,102,255,151,722,662,0,0,128,0,0,0,0,1130,36,8989
0,178,313,140,850,0,0,0,86,0,0,0,0,1100,115,922
0,105,252,147,982,0,0,0,160,0,0,0,0,1208,145,690
0,150,297,122,734,0,0,0,160,0,0,0,0,1155,128,2006
827,95,200,145,752,0,0,0,123,629,0,0,0,1132,146,1352
0,77,233,248,738,0,0,0,0,0,0,0,0,1102,348,2287
0,97,268,139,744,0,0,0,0,585,0,1432,0,1134,109,2659
0,2035,130,123,758,0,0,2000,223,0,0,0,0,1247,91,1482
0,133,237,204,754,0,0,0,0,0,0,0,0,1119,250,1917
0,108,213,154,792,0,0,0,89,0,0,0,0,1096,160,2123
230,273,248,128,974,639,0,0,74,0,0,0,0,1134,122,571
0,93,201,113,714,0,0,0,90,0,0,0,0,1049,119,587
0,67,304,108,756,0,0,0,158,0,1551,0,0,1250,180,847
0,73,215,115,746,0,0,0,100,0,0,0,0,1141,154,607
0,87,283,124,724,0,0,0,0,0,0,1334,0,1080,207,1921
0,101,246,121,752,0,0,0,0,0,0,0,0,1150,302,1314
670,83,819,104,736,0,0,0,20,0,1047,0,0,1058,263,668
0,73,826,111,748,0,680,0,0,0,0,0,0,1138,258,623
0,87,259,146,724,0,0,0,0,0,907,0,0,1136,258,1215
0,85,259,134,730,0,0,0,91,0,0,0,0,1160,149,787
0,86,260,121,718,0,0,0,0,0,0,0,0,1171,228,1123
0,1033,241,117,746,0,0,1016,83,0,0,0,0,1203,126,664
0,126,279,183,764,0,0,0,32,0,0,0,0,1083,235,2081
0,119,239,156,720,0,0,0,113,0,3396,0,0,1135,152,1346
0,169,283,122,724,274,0,0,49,0,0,0,0,1156,111,1086
0,265,192,162,718,0,0,919,71,0,0,0,0,1196,81,803
0,157,257,154,722,0,0,0,76,0,0,0,0,1187,94,777
0,103,355,137,742,1749,0,0,97,0,0,0,0,1137,107,2242
741,124,323,139,720,0,0,0,139,0,0,0,0,1120,36,2361
0,76,284,158,730,0,0,0,200,0,0,0,0,1105,267,1140
0,880,407,176,728,0,0,678,94,0,0,0,0,1137,112,1112
0,96,302,154,766,0,0,0,103,0,0,0,0,1207,123,600
0,314,273,168,796,311,0,0,209,0,0,0,0,1131,176,1188
1716,35,261,0,760,0,0,0,211,0,0,0,0,1043,257,3604
0,278,206,210,758,257,0,0,97,0,0,0,0,1251,48,1273
242,135,216,0,744,0,0,0,196,0,0,0,0,1230,433,1763
0,105,273,112,756,0,0,0,67,0,0,1207,0,1167,57,2448
221,332,250,132,748,165,0,0,110,0,0,0,0,1216,121,1918
574,97,238,240,750,0,0,0,154,0,8464,0,0,1255,579,2918
0,80,232,170,730,0,0,0,0,0,5004,0,0,1082,171,5624
0,73,262,141,740,0,0,0,0,0,0,0,0,1194,491,2188
0,78,249,155,754,0,0,0,139,0,0,0,0,1142,467,2817
0,926,246,126,750,0,0,910,33,0,0,0,0,1179,409,1495
0,225,286,132,732,0,0,197,111,0,0,0,0,1155,609,1267
0,71,234,130,736,0,0,0,0,0,576,1228,0,1184,209,1750
0,59,173,108,722,0,0,0,21,0,814,0,0,1225,210,1976
0,116,254,148,738,0,0,0,127,0,0,0,0,1116,98,1667
0,197,209,111,760,0,0,0,115,0,0,0,0,1109,47,2137
349,134,875,121,738,0,0,0,191,0,0,0,0,1145,149,1304
0,148,337,134,746,0,0,0,77,0,0,0,0,1086,118,1331
0,222,245,232,754,0,0,0,63,0,0,0,0,1115,55,750
0,67,264,101,742,0,0,0,83,0,0,0,0,1075,209,961
0,383,236,97,732,0,0,0,56,0,0,0,0,1228,72,1370
0,143,214,145,766,0,0,0,55,677,0,0,0,1181,186,1101
0,279,211,190,738,0,0,0,86,0,0,0,0,1120,132,1392
0,2041,245,196,752,0,0,1920,196,0,0,0,0,1130,269,1279
0,260,213,199,744,0,0,0,68,0,2454,0,0,1231,44,1028
0,131,262,0,762,0,0,765,139,1109,253,1842,0,1308,0,872
0,134,279,188,768,0,0,0,116,890,1012,0,0,1243,1,1607
0,56,255,265,810,0,0,0,141,0,200,0,0,1226,257,2258
0,83,186,149,754,0,0,0,130,0,0,0,0,1231,158,797
0,111,263,233,728,0,0,0,0,0,374,0,0,1275,107,1169
0,30,12,158,798,0,0,0,120,0,1325,0,0,1251,76,2760
0,12,230,201,762,0,0,57,133,0,1497,0,0,1239,42,1281
0,16,240,172,796,0,0,0,102,0,2797,0,0,1170,12,1456
0,467,479,150,724,0,0,0,83,0,554,0,0,1157,53,1585
0,405,60,150,722,116,0,0,55,0,0,1266,0,1173,127,1957
0,174,257,149,726,0,0,0,136,0,0,0,0,1144,71,407
0,141,283,138,720,0,0,0,72,0,0,0,0,1151,59,588
0,102,307,132,730,0,0,0,63,0,0,0,0,1137,107,715
0,1406,230,122,926,0,0,1368,62,0,952,0,0,1180,51,1638
0,191,217,180,722,120,0,0,101,0,0,0,0,1141,61,531
0,127,209,215,754,0,0,0,61,0,0,0,0,1201,35,1513
0,137,266,157,718,0,0,0,85,0,0,0,0,1149,101,1337
0,331,278,161,734,0,0,47,44,0,713,0,0,1146,376,1543
0,78,240,167,758,0,0,0,155,0,264,0,0,1102,165,1690
15,93,214,161,994,849,0,0,141,0,609,0,0,1162,24,1378
2227,79,216,175,770,850,0,0,51,0,0,0,0,1127,60,2320
431,179,329,204,750,0,0,0,0,0,0,0,0,1122,265,991
0,127,224,131,740,0,0,0,54,0,0,0,998,1118,38,2823
0,412,245,193,738,0,0,314,0,0,0,0,0,1169,291,2795
0,239,274,329,1148,0,0,0,234,0,0,0,0,1172,495,3619
0,83,299,125,720,0,0,0,46,0,0,0,0,1124,90,921
0,139,231,152,744,498,0,0,56,330,0,0,0,1109,45,2400
0,150,226,148,816,0,0,0,88,273,0,0,0,1123,54,980
0,161,248,140,736,0,0,0,220,0,0,1248,0,1077,343,4421
812,164,213,161,740,0,0,0,89,0,746,0,0,1154,93,1058
0,387,258,174,746,0,0,119,220,0,0,0,0,1162,57,2195
476,707,217,177,848,0,0,672,147,0,0,0,0,1142,48,1846
692,173,204,107,728,0,0,0,84,0,0,0,0,1119,69,1320
332,134,310,133,758,0,0,0,64,0,0,0,0,1121,79,990
0,159,268,186,800,0,0,0,166,0,2389,0,0,1207,70,1726
667,105,284,99,908,0,0,0,102,0,2878,0,0,1150,141,1038
0,70,301,178,754,0,0,0,234,336,0,0,0,1188,199,1465
0,147,280,0,836,0,0,0,171,0,0,0,0,1175,0,1370
0,53,16,222,740,0,0,0,167,0,0,0,0,1149,137,970
0,111,243,0,888,0,0,0,74,0,0,1569,0,1098,0,2880
1214,36,236,168,742,0,0,0,123,0,0,0,0,1148,66,1919
0,14,282,192,852,0,0,804,191,0,0,0,0,1213,322,2751
0,85,221,197,756,0,0,0,136,0,0,0,0,1114,112,1870
822,48,292,182,788,0,0,0,123,0,0,0,0,1103,48,2253
0,123,194,50,736,0,0,0,223,0,0,0,0,1028,291,1225
309,125,240,146,734,0,0,0,77,0,0,0,0,1145,79,743
0,218,255,206,746,0,0,0,67,0,1569,0,0,1132,43,913
0,63,295,154,750,0,0,0,87,0,0,0,0,1114,143,820
0,84,372,193,746,127,0,0,97,0,0,0,0,1124,81,958
0,91,283,148,714,0,0,0,122,0,0,0,0,1145,260,1669
0,96,255,124,730,0,0,0,80,0,302,1130,0,1123,167,2099
0,82,294,138,932,0,0,462,189,0,2794,0,0,1088,129,1448
0,99,244,194,730,464,0,0,82,0,0,0,0,1073,104,967
0,95,436,170,818,1039,1797,0,95,0,1049,0,0,1088,109,3015
0,104,337,213,814,0,5076,0,151,0,0,0,0,1069,60,5840
0,61,287,232,740,0,0,0,0,0,0,0,0,1111,277,1609
0,101,298,228,742,560,0,0,0,0,0,0,0,1051,476,1107
394,57,284,149,768,807,0,0,160,0,0,0,0,1101,24,1474
0,73,280,238,750,0,0,0,0,0,0,0,0,1153,267,1192
1397,132,209,172,988,0,0,0,98,0,0,0,0,1114,92,2894
0,225,259,93,994,0,0,985,218,0,0,0,0,1132,320,2107
0,161,207,209,740,0,0,0,43,0,0,0,0,1110,416,1868
0,166,219,224,732,0,0,0,0,0,0,0,0,1163,171,1130
170,157,263,112,740,0,0,0,43,0,0,0,0,1135,253,1535
1522,91,243,129,766,0,0,0,39,0,0,0,0,1195,80,3617
305,83,286,0,790,0,0,0,23,0,489,1810,0,1217,0,4023
0,142,250,217,760,0,0,0,128,0,0,0,0,1200,99,1501
274,11,214,284,772,0,0,0,0,0,0,0,0,1164,351,1327
759,93,337,128,792,0,0,0,130,0,0,0,657,1306,32,2935
473,53,297,141,776,0,0,0,117,0,0,0,0,1266,131,1919
0,98,246,183,862,0,0,0,183,0,0,0,0,1290,105,1282
0,146,238,75,756,0,0,0,142,0,0,0,0,1200,32,3831
0,19,212,102,804,0,0,286,92,0,1181,0,0,1222,15,717
0,67,294,184,776,0,0,0,0,0,0,0,0,1203,326,872
0,54,243,124,840,0,0,0,87,0,0,0,0,1164,108,1397
0,234,305,223,776,0,0,0,158,0,0,0,0,1183,112,1008
0,87,205,105,738,0,0,0,105,0,1474,0,0,1064,142,2200
1564,175,1772,115,720,496,0,0,190,0,0,0,0,1151,210,1807
0,130,190,117,756,0,0,1182,117,0,0,0,0,1166,72,1460
0,174,245,119,856,0,0,0,173,0,1185,1085,0,1204,105,2856
0,1869,251,122,732,0,0,1764,81,0,0,0,0,1139,73,754
0,33,228,136,308,512,0,0,186,0,0,0,0,1119,128,1438
0,95,149,158,786,465,0,0,88,0,0,0,0,1136,57,2191
69,40,256,131,726,539,0,0,54,0,0,0,0,1125,67,1164
0,73,252,118,782,436,0,0,51,0,0,0,0,1145,86,2261
399,160,218,124,982,970,0,0,43,0,0,0,0,1093,79,1004
0,145,246,290,754,0,604,0,76,0,0,0,0,1084,283,1410
0,189,196,191,738,0,0,0,0,0,0,0,0,1167,286,1598
0,735,264,232,762,0,0,1933,0,747,0,0,0,1136,149,2663
787,143,248,249,754,0,0,0,0,0,0,0,0,1075,267,2070
0,181,192,235,734,0,0,0,0,0,0,387,0,1096,267,1771
0,87,215,222,754,0,0,0,0,0,0,0,0,1132,373,1092
0,238,274,120,738,0,0,0,96,0,0,0,0,1189,627,1068
519,181,308,266,738,0,0,0,0,533,0,0,0,1149,265,1736
